
:Author: crane
:Email: crane@crane-pc
:Date: 2017-10-18 19:18

:from http://vim-scripts.org/vim/scripts.html

Type	Name	Description
utility	trash.vim	script for trashing dd d, D, erasing actions--- version: 0.1
utility	cygwin.vim	Compiler plugin for cygwin-tools used from the win32 native version of Vim
utility	SideBar.vim	Auto-shrinking container of vertically aligned material
utility	browser-like-scrolling-for-readonly-file	convenient, browser-like scrolling for viewing readonly files
utility	sketch.vim	Draw with mouse: boxes, arrows, lines, fills. Transparent/opaque drag and drop.
utility	isi2bib	Convert a bibliographic database from ISI to BibTeX format
utility	xmmsctrl.vim	Interaction with XMMS via 'smart' buffer
utility	timecolor.vim	let the time to rotate your colorschemes
utility	timecolor.vim	let the time to rotate your colorschemes
utility	VimSpeak	Speak selected text with MS Agent
utility	POD-Folder	Creates folds in POD files based on =head[123] sections
utility	VimTweak	The tweaking dll for GVim.exe.
utility	feralalign.vim	Simple script to save you from "ciw" to align text.
utility	incbufswitch.vim	Switch buffers using an incremental search
utility	Comment-Tools	Insert or align comments (+ruby required!)
utility	cschemerotate.vim	Fast colorscheme switching
utility	ferallastchange.vim	FORK of lastchange.vim; Automatic update of timestamp line in file.
utility	GenerateMatlabFunctionComment	Generates documentation structure for a matlab function.
utility	VS-like-Class-Completion	This script can complete member of cpp or java like Visual Studio.
utility	Maxlen.vim	Find the long lines and mark them.
utility	listmaps.vim	Find out where maps are defined
utility	VisIncr	Produce increasing/decreasing columns of numbers, dates, or daynames
utility	Dotnet-Dictionaries	Whole .NET Framework for auto-completion and use in scripts (C# Vb .Net)
utility	hexman.vim	Simpler Hex viewing and editing
utility	FeralToggleCommentify.vim	My fork of ToggleCommentify.vim; comment lines in a program
utility	scratch.vim	Plugin to create and use a scratch Vim buffer
utility	VimDebug	Visual debugger for Perl, Ruby, and Python (updated 03/2011)
utility	xml_cbks	Extends xmledit package to provide schema-specific attribute callbacks easily
utility	gnupg	Plugin for transparent editing of gpg encrypted files.
utility	gpg.vim	it seems that this inspired another much better script: gnupg.vim
utility	esperanto	Keyboard for Esperanto / Klavaro por Esperanto
utility	uniq.vim	Emulations of the 'uniq' utility in Vim script
utility	fte.vim	VIM6.0+ Global plugin to expand and load templates (separate cmds). «expression»
utility	DOS-Commands	Get help for dos commands within VIM
utility	colorize	Create colorized HTML from source code
utility	GetLatestVimScripts	Keep your plugins up-to-date! (semi-automatic retrieval)
utility	SYN2HTML	Syntax to HTML converter (Python)
utility	WC.vim	Count number of bytes on current line or in visual block of lines.
utility	COMMENT.vim	Comment out blocks of C/C++ code using #if 0 #endif block
utility	otf.vim	On-The-Fly coloring of patterns, Inspired by MultipleSearch.vim
utility	Reindent	Reindent a complete file based on indent information taken out of indent file.
utility	make-element	generic imap to make an xml element of any word you type
utility	SeeTab	Provides vertical tabbing-bars for leading tabs (or whitespace for et)
utility	ShowPairs	Highlights the matching pair surrounding the current cursor location.
utility	tagsubmenu	Add a submenu for tags commands
utility	Conflict2Diff	Turns a CVS conflict file into a threeway diff
utility	Russian-menu-for-gvimwin32	Russian menu for GVIM/Windows cp1251
utility	BreakPts	Set/View Vim breakpoints and browse functions visually
utility	Asciitable.vim	Create an ASCII table in a split window
utility	ruler.vim	Inserts a character ruler above the current line
utility	CRefVim	a C-reference manual especially designed for Vim
utility	ctags.vim	Display function name in the title bar and/or the status line
utility	Qt.vim	tiny tool for the uic used in Qt from Trolltech
utility	valgrind.vim	Navigate in the output of the memory checker valgrind
utility	cream-numberlines	Number lines of a selection
utility	vimbadword.sh	outputs the first misspelled word on the status line
utility	vimwc.sh	a script for running wc nicely
utility	execmap	Lets you relax while executing long normal or visual mode maps
utility	python-tools	Python production tools
utility	colorpalette.vim	vim script for color palette etc.
utility	HelpClose	Close all help windows
utility	guifontpp.vim	Vim plugin for quickly changing GUI font size
utility	JavaBrowser	Shows java file class, package in a tree as in IDEs. Java source browser.
utility	fgl.c	Creating tags for INFORMIX 4GL/4Js programs under UNIX environment
utility	todolist.vim	Creates list of TODO, FIXME, BUG comments
utility	pyljpost.vim	vim + python livejournal poster
utility	comment.vim	Comment and uncomment selected blocks of code.
utility	autonumbering-in-vim	Utility script to autonumber lines while editing
utility	allfold	View selected lines by folding away the rest
utility	TEXT--fill-char	script for on-the-fly indenting of columns according to previous or next line
utility	autolisp-help	Vim style help file of Auto/Visual Lisp functions
utility	ntprocesses	Kill NT processes from Vim
utility	ctrlax.vim	Enhancement over and (plugin)
utility	HTML--insert	Script for easy insert HTML tag A href and IMG with filled attributes.
utility	rcsvers.vim	Use RCS to keep a backup version whenever you save a file
utility	help.vim	help subsystem (create buffer with context-dependent help page)
utility	BufClose.vim	Unload a buffer without closing the window it's in
utility	spreadsheet.vim	SpreadSheet Functionality
utility	perl-support.vim	Perl IDE -- Write and run Perl-scripts using menus and hotkeys.
utility	HiCurLine	Highlights the current line
utility	mruex	Explore your most recently used (MRU) files
utility	flyaccent.vim	Flying accents support
utility	russian-menu-translation	russian menu translation (koi8-r encoding)
utility	FavEx	Favorite file and directory explorer
utility	cream-email-munge	Munge an email address
utility	PHP-dictionary	A PHP-dictionary as a building stone for scripts
utility	ntservices	Control NT services from Vim.
utility	blockquote.vim	insert block quotes like emacs blockquote.el
utility	mh	display MSDN help.
utility	cppcomplete	C/C++ and Java code completion
utility	pdbvim	Interface to pdb for debugging python scripts
utility	cscope-menu	Creates Menu for Cscope commands
utility	Visual-Studio-.NET-compiler-file	Compiler file for visual studio .NET devenv
utility	VimITunes.vim	Control iTunes from within Vim
utility	tar.vim	A vim plugin for browsing tarfiles
utility	mru.vim	Plugin to manage Most Recently Used (MRU) files
utility	python_fold	Folding expression for python
utility	mrswin.vim	Like mswin, but can be toggled off and on
utility	Printer-Dialog	set print options via dialog
utility	Varrays	Arrays lib based on curly braces names
utility	ZoomWin	Zoom in/out of windows (toggle between one window and multi-window)
utility	greputil.vim	simplifies usage of 'grep'
utility	transvim.vim	translate a phrase by looking up in a dictionary
utility	OO-code-completion	Gives list of methods for the identifier under the cursor for OO languages.
utility	foldlist	Create a fold list to enable hierarchical file navigation.
utility	SpellChecker	Spell check text including LaTeX documents
utility	SQLUtilities	SQL utilities - Formatting, generate - columns lists, procedures for databases
utility	debug.vim	Simple utility to assist in debugging vim scripts
utility	java_getset.vim	Automatically add getter/setters for Java properties (including array-based)
utility	ManPageView	withdrawn
utility	cream-keytest	Test and interpret keyboard characters returned by your hardware/software.
utility	Posting	Mappings primarily intended to ease preparing of USENET/eMail articles
utility	tagexplorer.vim	Tag explorer for various programming language files
utility	cuecat.vim	Driver for CueCat barcode scanner
utility	cscomment.vim	Automates creation of /// comments for C# methods
utility	MultipleSearch	Highlight multiple searches at the same time, each with a different color.
utility	SearchComplete	Tab completion of words inside of a search ('/')
utility	BlockComment.vim	Simple commenting and uncommenting of blocks of code
utility	cream-vimabbrev	Convert Vim script command and option names between full and abbreviated forms
utility	HTML-Photo-Board	Generate a HTML Thumbnail Photoboard using ImageMagic
utility	VEC	Vim Extension Classes
utility	emodeline	Set the file type from emacs -*- modelines -*-
utility	vimspell	ispell or aspell based spell checker with fly-spelling
utility	TTCoach	Utility to train touch typing skills
utility	PCP-header	Templating/Header updating automation
utility	xgen.vim	XML-Element generator for HTML, DTD, SVG, XSLFO, XSLT and XML-Schema
utility	HTML.zip	HTML/XHTML editing macros and menus
utility	draw.vim	Draw rectangles and lines using blockwise Visual selection.
utility	EasyAccents	Easy accents while you type: a' a` c, etc.
utility	JavaDecompiler.vim	Automatically decompiles java class files and displays java code.
utility	deldiff.vim	Delete blocks out of unified diffs
utility	spacehi.vim	Togglable syntax highlighting of tabs and trailing spaces.
utility	localvimrc	load subdirectory specific vimrc files
utility	titlecase.vim	Convert range or visual to titlecase.
utility	javaGetSet.vim	This will createGet/set methods automatically for a Java class.
utility	pythonhelper	Displays Python class, method or function the cursor is in on the status line
utility	Get-UNC-Path-Win32	Get/Yank a UNC pathname using 'net share'
utility	Get-Win32-Short-Name	Works out the 8.3 short-name of an existing file
utility	VimFootnotes	Insert various types of footnotes with Vim.
utility	jcl.vim	IBM Mainframe JCL language syntax
utility	MySQL-script-runner	MySQL scripts that allows you to run SQL scripts in mysql console by pressing F9
utility	Kent-Vim-Extensions	Entering folds and other stuff
utility	beanshell.vim	Runs the current buffer using BeanShell.
utility	colour_flip.pl	perl script to inverse colourscheme colours
utility	colormenu.vim	Menu showing all available color schemes
utility	regRedir.vim	Vim plugin to redirect command output into a register
utility	ShowFunc.vim	Creates a list of all tags / functions from a window, all windows or buffers.
utility	scratch-utility	A simple utility to create scratch buffers
utility	LbdbQuery.vim	Look up email addresses with lbdbq.
utility	SyntaxAttr.vim	Show syntax highlighting attributes of character under cursor.
utility	ShowBlockName.vim	Show the name of the code-block (e.g. function) the cursor is in on the cmd line
utility	ShowLine.vim	Display line(s) in the command area (like echo), but syntax highlighted.
utility	PreviewTag.vim	Resize preview window hieght to show "entire" tag (if a recognized type of tag)
utility	timstamp.vim	Global plugin for automated time stamping
utility	Expmod	explorer.vim modification for viewing files and relative path
utility	atomcoder-vim	Atomcoder Vim Environment
utility	DirDo.vim	Performs Vim commands over files recursively under multiple directories.
utility	bash-support.vim	BASH IDE -- Write and run BASH-scripts using menus and hotkeys.
utility	cream-showinvisibles	Toggle view of invisible tabs, returns, trailing spaces
utility	opsplorer	tree file explorer
utility	snippet.vim	Replace a word with any text
utility	rcsdiff.vim	Visual rcsdiff
utility	openroad.vim	Goodies for OpenROAD users
utility	dbext.vim	Provides database access to many DBMS (Oracle, Sybase, Microsoft, MySQL, DBI,..)
utility	vimrc_nopik	Customized vimrc by Nopik
utility	variableSort.vim	Function to sort a simulated array variable set.
utility	getVar.vim	Convenient retrieval of buffer or global script options.
utility	multipleRanges.vim	Selecting different ranges of lines
utility	localColorSchemes.vim	Local color schemes
utility	Highlight-UnMatched-Brackets	Capture those unmatched brackets while u r still in insert-mode
utility	ruby.vim	Ruby language compiler plugin
utility	textlink.vim	Another way to hyperlink plain text files.                                                                  | FileName                    | @ | SearchString | notation...
utility	lcscheck.vim	check 'listchars' for valid eol byte for utf-8. (Not needed for Vim 6.2)
utility	MqlMenu.vim	menus for eMatrix users
utility	vtags_def	vtags language definitions
utility	vtags	tags file generator
utility	QuickAscii	Quick adding of characters not on your keyboard.
utility	cream-progressbar	draw a progress bar in the command line
utility	prt_hdr	Alternate page header printing when PostScript printing.
utility	code2html	Generate HTML or XHTML+CSS from a Vim buffer using the syntax-hili colorscheme
utility	PHPcollection	PHP Collection contains: compiler, ftplugin, script for K key, dicts
utility	JavaImp.vim	Insert and sort Java import statements, view JavaDoc from class name, and more.
utility	multivim	Integrate multiple vim windows
utility	reformat.vim	Reformat paragraphs according to file type
utility	Buffer-Search	Different search patterns across Multiple Windows.
utility	hungarian_to_english	Strips Hungarian notation from C and C++ identifiers.
utility	highlightline.vim	This script allows you to highlight lines.
utility	f.vim	Function that shows lines that do contain a given regexp. The rest is folded.
utility	broadcast.vim	Send keystrokes to all VIM windows
utility	EDIFACT-position-in-a-segment	works out the position of the cursor in an EDIFACT segment
utility	grep.vim	Grep search tools integration with Vim
utility	cream-sort	sort a file by lines
utility	CSV-delimited-field-jumper	Map keys to easily jump to fields in CSV files
utility	gnome-doc.vim	auto-generate C document headers for GTK+/GNOME functions
utility	pyimp.vim	load python file from import statement
utility	Vimacs	Vim-Improved eMACS: Emacs emulation for Vim
utility	TabIndent	Overload the key to either insert a tab, or indent the current line
utility	vimfortune	Show random tips when launching VIM
utility	latextags	Perl script to generate tags for LaTeX files.
utility	Align	Help folks to align text, eqns, declarations, tables, etc
utility	utl.vim	Univeral Text Linking - Execute URLs, footnotes, open emails, organize ideas
utility	autodate.vim	A customizable plugin to update time stamps automatically.
utility	ruby-matchit	'Matchit' for Ruby.
utility	serverlist.vim	Switch between VIM windows quickly
utility	outlineMode.vim	Create an outline view for source files in various programming languages.
utility	sessmgr	Manage session and viminfo like CodeWrite
utility	txt2pdf.vim	Script to save the current file and convert it to PDF using txt2pdf
utility	ExecPerl	Utilities for executing perl scripts
utility	Projmgr	A fancy way of using 'session'
utility	sybase.vim	Connect to a sybase database from within VIM
utility	PrintWithLNum	Prepend line numbers to each line for printing
utility	User-Defined-Type-Highlighter	Generate vim highlighting groups from C++ typedefs, structs, and classes.
utility	taglist.vim	Source code browser (supports C/C++, java, perl, python, tcl, sql, php, etc)
utility	multi.vim	using Greenhills Multi as C/C++ compiler for quickfix
utility	byteme.vim	Goto Hex Offset
utility	brief.vim	Brief editor key binding emulation in Vim
utility	csc.vim	Compiler file for MS C#. (csc, csc.exe)
utility	vimdoc	produce vim documentation in man, html and LaTeX(PostScript) format
utility	lastchange.vim	automatically set time-stamp on modification
utility	htmlmap	macros to help type HTML entities
utility	pascii	Ascii table printing
utility	UserMenu.vim	(gvim) Menu for inserting longer pieces of text
utility	lid.vim	Plugin to integrate GNU id-utils tool with Vim
utility	update_vim	Shell script for updating(patching) vim 6.1
utility	vimRubyX	enhancements to vim ruby interface
utility	cream-ascii	Insert an ASCII character from a dialog box
utility	Buffer-Menus	Add menus for the current buffer only.
utility	JavaRun	Compile and run Java program
utility	imaps.vim	another template or stub expander
utility	mu-marks	Script inspired by AlphaTk & Stephen Riemhm's bracketing function
utility	cream-capitalization	Capitalize a selection in one of four ways
utility	perforce	Feature Rich Perforce SCM Integration.
utility	Visual-Mapping-Maker	Create a mapping for the visual selected block
utility	Hex-Output	Output a number as HEX
utility	Michaels-Standard-Settings	Some standard 'vimrc' settings & mappings that I use
utility	SourceSafe-Integration	Fairly complete file-based SourceSafe Integration
utility	spell.vim	Vim 'spell' utility plugin
utility	Smart-Tabs	Use tabs for indent, spaces for alignment
utility	search-in-runtime	Search files through the paths lists, and execute any command on them
utility	Expand-Template	Template expander.
utility	closeb	Close complex brackets or tags
utility	xl_tiv.vim	Translate sequences of ampersand-pound-digits-semicolon in html source
utility	mu-template	Mu template (fill-out forms, expression substitution)
utility	VIlisp.vim	Send Lisp code to a running Lisp interpreter
utility	mkview.vim	implementation of mkview without requiring a view file
utility	bccalc.vim	evaluate equations within vim
utility	cmvc.vim	Menu / Mappings for CMVC version control application
utility	xmms-play-and-enqueue	This snippet plays a file or enqueues it using xmms.
utility	tagmenu.vim	Tags menu for various programming language source files
utility	lh-vim-lib	a library plugin for script writers
utility	c.vim	C/C++ IDE -- Write and run programs. Insert statements, idioms, comments etc.
utility	ctx	Describes your cursor's current scope or context when editing a C file.
utility	MRU-Menu	Plugin to manage a MRU (Most Recently Used) menu
utility	LaTeX-Help	Help for LaTeX in vim.help format
utility	morse.vim	Script for writing morse code in vim
utility	vimconfig	Vim 6.3 configuration files: vimrc, ftplugins, plugins
utility	DSP-Make	Set Makeprg for MSDEV DSP
utility	quickfonts.vim	quickly switch between a list of favorite fonts, manage list of favorite fonts
utility	bcbuf.vim	Broadcast commands for buffers
utility	ComplMenu.vim	A completion menu (shows all possibilities as you type)
utility	charset.vim	Read file in proper encoding (xml, html...)
utility	template-file-loader	Loads a template file and does customizable processing when editing a new file.
utility	genutils	General utility functions
utility	vcal.vim	Vcal.vim is a simple scheduling calendar script.
utility	MRU	Most recently used files in your file menu
utility	fortune.vim	Adding fortunes to your e-mails and fancy mail quoting
utility	RExplorer	Tree explorer with color
utility	wcd.vim	Wherever Change Directory in vim
utility	renumber.vim	Egads! It's *another* renumber utility :-)
utility	ruby-menu.vim	Adds a Ruby menu and some functions under that.
utility	win-manager-Improved	Adds directory shortcuts to winmanager for faster traversal across file system
utility	bk-menu.vim	Integration of Bitkeeper with Vim
utility	vtreeexplorer	tree based file explorer - the original
utility	treeexplorer	uses perl and tree to create a tree file explorer
utility	SuperTab	Do all your insert-mode completion with Tab!
utility	prt_mgr.zip	VIM Print Manager providing N-up and manual duplex printing.
utility	remcmd.vim	Send commands to remote Vim sessions
utility	ViMail	Compose and send mail from vim.
utility	Justify	Simple text justifier inspired by Kartik Murari's format.vim (vimscript#27)
utility	Lineup--A-simple-text-aligner	Aligns the Nth occurence of a string or RE
utility	CreateMenuPath.vim	Create a menu that mirrors a directory tree
utility	boxdraw	Draw diagrams and tables using boxdrawing characters
utility	multvals.vim	Array library that uses patterns as separators
utility	email.vim	Email auto-completion for vim. It's simple, clean and useful :)
utility	idevim.tgz	Control Gdb from inside Vim
utility	perforce.vim	Perforce source control features
utility	libList.vim	Library of functions to work with lists/arrays
utility	vimsh.tar.gz	terminal/shell buffer script for python enabled [g]vim
utility	html-macros.vim	macros for html
utility	FavMenu.vim	A new menu, like IE's Favourites, or Netscape's Bookmark
utility	gtkvim.tgz	GTK+ widget interface to gvim
utility	minibufexpl.vim	Elegant buffer explorer - takes very little screen space
utility	foldutil.vim	Utility for creating folds (using specified match criteria)
utility	autoload_cscope.vim	Script that will search for and load cscope.out databases automatically
utility	increment.vim	yet another script for incrementing numbers.
utility	ant_menu.vim	plugin for ant
utility	ctags.vim	add to or replace your tags file from vim
utility	EasyHtml.vim	Allows to add attributs/values/CSSProperties to HTML tags/attributs very easily.
utility	ShowMarks	Visually shows the location of marks.
utility	undoins.vim	Undeleted the immediate previous or action.
utility	perl_io.vim	Perl : using 'print' and 'printf' instead of 'VIM::Msg'
utility	SearchCompl.vim	Completion on the '/' search line.
utility	CmdlineCompl.vim	Completion behavior on the command line. Without cedit.
utility	increment.vim	quickly create incremented lists
utility	chcmdmod.vim	Misc. commands for search and colon mode
utility	words_tools.vim	Alternatives to expand(
utility	oracle.vim	Oracle SQL*Plus IDE
utility	VirMark.vim	Ability to create virtual marks.
utility	which.vim	This is a unix like "Which" function.
utility	vim-spell.tar.gz	Another spell-checker plugin
utility	djgpp.vim	Compiler file for DJGPP
utility	TableTab.vim	global plugin for variable-width tab stops
utility	PopupBuffer.vim	Vim global plugin for selecting buffer from PopUp menu
utility	spellcheck.vim	spell checker for vim
utility	usr2latex.pl	Convert vim usrguide txt files to latex
utility	PushPop.vim	Pushd/Popd implementation for vim command-line
utility	random_vim_tip.tar.gz	Python script - not vim - displays random vim command or tip.
utility	runscript.vim	Plugin for running Python scripts.
utility	ctx-1.15.vim	Describes your cursor's current scope or context when editing a C file.
utility	selbuff.vim	Another buffer select script
utility	quickhigh.tgz	Highlight quickfix erros
utility	sum.vim	sum the values of a range of rows
utility	Decho	Vim script internal debugger (output in separate window, tab, or remote vim)
utility	Shell.vim	A shell buffer in vim.
utility	MultiPrompt.vim	"Emulates" a multifield prompt dialog even in console mode!
utility	idutils	Simple interface with GNU id-utils (deprecated)
utility	borland.vim	compiler plugin for some Borland compilers
utility	lightWeightArray.vim	*obsolete* Small utility to work with vim multivalues variables
utility	bufNwinUtils.vim	*obsolete* A nice set of useful functions
utility	SelectBuf	A fast and extensible buffer explorer.
utility	regview.vim	Interactively browse register contents
utility	DirDiff.vim	A plugin to diff and merge two directories recursively.
utility	nlist.vim	Vim global plugin for adding line numbers
utility	TagsBase.zip	Creates a menu of tags (functions, fields...) keep track of the current function
utility	sqlplus.vim	Execute SQL queries and commands from within VIM (using Oracle's SQL*Plus)
utility	methods.vim	java, c++ menu classbrowser
utility	winmanager	A windows style IDE for Vim 6.0
utility	vcscommand.vim	CVS/SVN/SVK/git/hg/bzr integration plugin
utility	savevers.vim	Automatically save and diff multiple, sequentially numbered revisions (like VMS)
utility	vimtips.zip	Display a helpful tip the first time you start Vim each day.
utility	plkeyb.vim	Polish dead-key keyboard emulation
utility	brief.vim	Plugin for Brief-style Home and End
utility	Mkcolorscheme.vim	Help write colorscheme files from existing settings
utility	gdbvim.tar.gz	Watch in vim what you debug in gdb. And more.
utility	let-modeline.vim	Extends the modeline feature to the assignment of variables
utility	AppendComment.vim	Append comment at end of line
utility	translate.vim	Look up a word in a dictionary file
utility	files2menu.pm	add all files recursively as menu entry
utility	wordlist.vim	Autocorrect wordlist from Office XP
utility	functags.vim	create menu entries for each function definition in a C/C++ file
utility	incfiles.vim	create menu entries for each include file in a C/C++ file
utility	uri-ref	Easily insert references to URLs in emails
utility	javaimp.vim	Open a Java source file from its import statement
utility	aux2tags.vim	Generate a tags file from a LaTeX .aux file
utility	word_complete.vim	automatically offers word completion as you type
utility	foo.vim	examples of Vim functions (and a few commands, etc.)
utility	dctl.vim.gz	Syntax file for Synopsys DesignCompiler tcl
utility	project.tar.gz	Organize/Navigate projects of files (like IDE/buffer explorer)
utility	nqc.vim	NQC programming support (for the LEGO MINDSTORMS RCX-Controller)
utility	_vim_wok_visualcpp01.zip	Simulating some cool features of MS Visual Studio C++ (TM) by Microsoft Corp.
utility	CD.vim	CD to whatever directory the current buffer is using.
utility	po.vim	PO (portable object) helper functions
utility	whatdomain.vim	Find out meaning of Top Level Domain
utility	dtags	Create tag files for Borland Delphi/Kylix
utility	cvsmenu.vim	Menu for CVS-Versioncontrol
utility	perl.vim	Perl compiler script
utility	TagsMenu.zip	Creates a menu of all the tags in the current file.
utility	ConvertBase.vim	Convert to/from various numeric bases
utility	colorize.vim	Change background color when in insert mode
utility	calendar.vim	Calendar
utility	cscope_macros.vim	basic cscope settings and key mappings
utility	lh-brackets	Bracketing system + Tools for programming mappings
utility	Mail_cc.set	Function that deletes one's e-mail address from the Cc: list
utility	Triggers.vim	Helps to toggle definitions (maps, sets, abbr)
utility	Mail_Re.set	Merge the all the "Re: Re:" in e-mail subjects in only one.
utility	Mail_mutt_alias.set	Extract an e-mail address from the mutt aliases file.
utility	Mail_Sig.set	Erase signatures at the end of your replies
utility	completeWord.py	Complete word from Python src files.
utility	sccs-menu.vim	Adds a SCCS menu in GVim to acces SCCS functions.
utility	bufexplorer.zip	Buffer Explorer / Browser
utility	rcs-menu.vim	Interface to RCS (Revision Control System)
utility	DrawIt	Ascii drawing plugin: lines, ellipses, arrows, fills, and more!
utility	matchit.zip	extended % matching for HTML, LaTeX, and many other languages
utility	dbhelper.tgz	Helper for Writing DocBook Documents
utility	vimvccmd.zip	patch for vim to "remote control" visual c++
utility	jbean.vim	Completion of Get/Set method
utility	javabean.vim	Adds property getters and setters
utility	oravim.txt	SQL*Plus without SQL*Plus
utility	vimrc.tcl	Adds a SQLWorksheet type interface to Oracle SQL*Plus
utility	a.vim	Alternate Files quickly (.c --> .h etc)
utility	python.vim	A set of menus/shortcuts to work with Python files
utility	sourceSafe.zip	Check out files from Microsoft SourceSafe directly from vim
utility	vimxmms.tar.gz	Control XMMS from Vim
utility	format.vim	formats the current paragraph - smooth right and left
utility	vimmailr.zip	Send (MAPI) mail from vim
utility	mailbrowser.vim	Browse Berkeley mbox format mailbox files
utility	LoadHeaderFile.vim	load filename from an #include line
utility	EnhCommentify.vim	comment lines in a program
utility	hunspchk.zip	Hungarian spell checker
utility	info.vim	GNU info documentation browser.
utility	jcommenter.vim	A script for automatically generating JavaDoc comments
utility	dl.vim	converts file links to GetRight GRX files
utility	calendar.vim	Open a calendar in a read-only buffer for viewing.
utility	ls.vim	Directory Browser for UNIX/CYGWIN
utility	compiler.tar.gz	[Defunct] Part of functionality for Vim 6.0
utility	ccase.vim	Script to setup maps/menus to add in using Clearcase.
utility	htmlcmd.vim	Rich HTML/XML commands
utility	closetag.vim	Functions and mappings to close open HTML/XML tags
utility	ctags.vim	Display function name in the title bar.
utility	drawing.vim	Ascii drawing primitives with mouse in vim GUI (box, arrow, line). (unstable)
utility	fortune.vim	put a signature file at end of e-mail (BRAM)
utility	buffoptions.vim	Per-buffer options/menus/maps
utility	vimbuddy.vim	Vimbuddy: An absolutely unuseful little thing
utility	keepcase.vim	Functions for doing case-persistant substitutions
utility	ToggleCommentify.vim	comment lines in a program
utility	test.zip	example of a set of scripts zipped together
utility	test.vim	example utility script file -- used for testing vimonline
color scheme	EditPlus	A color scheme that mimics the standard scheme found in the EditPlus text editor
color scheme	burnttoast256	A dark color scheme for 256-color terminals that I find easily readable.
color scheme	highlights-for-radiologist	color highlights for radiologist's reading job
color scheme	sonoma.vim	An easy-breezy color theme that acts as a soothing balm for your eyes.
color scheme	PyChimp	Colorscheme specifically for Python (and some others as well)
color scheme	Ubloh-Color-Scheme	A dark color scheme with basic colors.
color scheme	lingodirector.vim--Pawlik	Lingo Director color scheme
color scheme	Ayumi	A color scheme like my favorite singer ayumi with colors defined by HighlightTag
color scheme	tortex	clear & soft
color scheme	Skittles-Berry	More colorful successor to Skittles Dark
color scheme	thinkpad.vim	dark and simple colorscheme
color scheme	badwolf	A dark colorscheme pieced together from various colors I like.
color scheme	Gummybears	Nice dark pastel colorscheme - for GVim / MacVim and 256-color terminal
color scheme	CapsulaPigmentorum.vim	mod of paintbox
color scheme	vombato-colorscheme	Very similar to wombat, but more complete
color scheme	compot	Erlang-friendly gVim/MacVim colorscheme
color scheme	rhinestones	initial upload
color scheme	simple-dark	A low contrast, low distraction, dark 256 color scheme
color scheme	lightdiff	Light colorscheme
color scheme	Eddie.vim	A dark pastel colorscheme my friend spent too much time on
color scheme	epegzz.vim	Just another dark color scheme
color scheme	Xoria256m	256 colorscheme forked from Xoria256
color scheme	Festoon	A dark and light colorscheme in one, requiring no extra setup
color scheme	Colour-theme-neon-pk	A variation on the neon colour theme that uses the DejaVu Sans Mono font
color scheme	nu42dark-color-scheme	Started as a variation on CandyCode and took on a life of its own
color scheme	mirodark	A Vim color scheme based on Jason W Ryan's environment configuration.
color scheme	Cleanroom	A clean, light colour scheme
color scheme	codepaper	light yellow gvim color theme
color scheme	desert-warm-256	A slightly-modified desert theme, for 88- and 256-color xterms.
color scheme	Twilight-for-python	Twilight mod based on famous Jellybeans scheme
color scheme	mango.vim	Pretty syntax highlighting tailored for JavaScript and Coffeescript
color scheme	abbott.vim	An oddly-named dark Vim color scheme
color scheme	White	color scheme only two colors
color scheme	google_prettify.vim	a color scheme mimicking google-code-prettify
color scheme	blue_sky	light/dark color scheme for both gvim & vim
color scheme	sexy-railscasts	initial version
color scheme	galaxy.vim	Simpler colorscheming.
color scheme	light2011	light colorscheme suitable for programming
color scheme	lemon256	colorscheme for 256-color term
color scheme	Ambient-Color-Scheme	color scheme based off of Ubuntu's Ambiance
color scheme	Calm-Breeze	A calming breeze of colors for the heat of code
color scheme	werks.vim	A dark color scheme inspired by desert.vim.
color scheme	saturn.vim	simple dark colorscheme
color scheme	baobaozhu	For My ex-girlfriend
color scheme	univresal-blue-scheme	blue vim scheme that aims to work well in gvim, vim in console and terminal
color scheme	aldmeris	A colorscheme based on oblivion for gedit that support GVIM and 256 colors term
color scheme	orangeocean256	high contrast, 256color, vivid, blue bg, orange/white fg.
color scheme	Toxic	Dirty industrial colorscheme.
color scheme	skyWeb	A white, clean colorscheme made for CSS, HTML and PHP.
color scheme	xorium.vim	Colorful, dark background, unobtrusive invisibles, 256 colors
color scheme	simpleRGB	Simple color scheme for using 4 colors.
color scheme	tangolight	lighter version of original tangoshady
color scheme	warez-colorscheme	A transformation term >> gui jasonwryan colorscheme with modification
color scheme	IDLE	Python's IDLE like Colorscheme
color scheme	Diablo3	a dark color scheme for both gui and terminal
color scheme	calm	A simple light color scheme
color scheme	typofree.vim	256 color terminal colorscheme
color scheme	terse	a terse color scheme for vim
color scheme	Amethyst	A light colorscheme.
color scheme	DayTimeColorer	Change color scheme according to position of the sun.
color scheme	vim-online	A color scheme based on the colors of *this* website
color scheme	Dagon	A dark and easy to read color scheme
color scheme	strange	A muted vim color scheme for 8- and 256-color terminals, as well as gui vim
color scheme	Distinguished	A dark vim color scheme for 256-color terminals.
color scheme	Gravity	Light color scheme designed to be very readable, clean and professional.
color scheme	Solarized	Beautiful dual light/dark, selective contrast, GUI/256/16 colorscheme
color scheme	paper	A slightly toned-down mod of the Railscasts color scheme.
color scheme	Risto-Color-Scheme	Dark color scheme with bright and colorful syntax highlighting
color scheme	Atom	Color scheme designed to be very readable in both light and dark environments.
color scheme	robokai	A molokai-based color scheme for terminal vim
